"Marché_National_Produit";"Catégorie_Produit";"Type_Produit";"Code_Référence";"Date_Dernière_Mise_A_Jour_Du_Dossier";"Nom_Marque_Produit";"Nom_Sous-type_Marque_Produit";"Filtre_Produit";"Unités_Conditionnement_Produit";"Type_Conditionnement_Produit";"Type_Numéro_Produit";"Numéro_Produit";"Date_Notification";"Date_Lancement_Produit";"Longueur_Produit";"Diamètre_Produit";"Poids_Produit";"Poids_Tabac_Produit";"Longueur_Filtre_Produit";"Ventilation_Filtre_Cigarette";"Baisse_Pression_Filtre_Cigarette_Fermé";"Baisse_Pression_Filtre_Cigarette_Ouvert";"Émission_Goudron";"Émission_Nicotine";"Émission_CO"
"FR";"Produit du tabac";"Cigarette";"WINSTON BLUE  [32E124204DF5BC2F]";13/8/2020 10:36:00;"Winston Blue";;"filtre";20.00;"Boîte à couvercle supérieur rabattable, bord droit";"SKU";"13997647";11/5/2017 17:18:35;12/5/2017 00:00:00;84.00;7.79;821.00;560.00;27.00;36.00;125.00;95.00;8.00;0.60;9.00
"FR";"Produit du tabac";"Cigarette";"WINSTON BLUE  [3E837330BA18355C]";15/9/2020 14:12:00;"Winston Blue";;"filtre";25.00;"Boîte à couvercle supérieur rabattable, bord droit";"SKU";"14349487";20/12/2018 13:53:33;21/12/2018 00:00:00;83.00;7.79;810.00;550.00;27.00;28.00;120.00;95.00;8.00;0.60;9.00
"FR";"Produit du tabac";"Cigarette";"WINSTON BLUE  [3EBF8740F91768BD]";25/3/2020 13:33:00;"Winston Blue";;"filtre";20.00;"Boîte à couvercle supérieur rabattable, bord droit";"SKU";"14434138";9/5/2019 17:52:24;10/5/2019 00:00:00;83.00;7.79;825.00;565.00;27.00;24.00;120.00;100.00;8.00;0.60;9.00
"FR";"Produit du tabac";"Cigarette";"WINSTON BLUE  [41A604B076200D4A]";25/3/2020 12:56:00;"Winston Blue";;"filtre";20.00;"Boîte à couvercle supérieur rabattable, bord droit";"SKU";"13898245";28/2/2017 17:30:29;1/3/2017 00:00:00;100.00;7.80;1002.00;730.00;27.00;43.00;135.00;95.00;8.00;0.70;9.00
"FR";"Produit du tabac";"Cigarette";"WINSTON BLUE  [455C06159A67BD33]";15/9/2020 14:13:00;"Winston Blue";;"filtre";25.00;"Boîte à couvercle supérieur rabattable, bord droit";"SKU";"14349475";20/12/2018 13:54:30;10/5/2019 00:00:00;83.00;7.79;810.00;550.00;27.00;28.00;120.00;95.00;8.00;0.60;9.00
"FR";"Produit du tabac";"Cigarette";"WINSTON BLUE  [4F2CFDC26F01E0F5]";20/4/2020 13:15:00;"Winston Blue";;"filtre";20.00;"Boîte à couvercle supérieur rabattable, bord droit";"SKU";"14349463";4/1/2019 15:17:59;5/1/2019 00:00:00;100.00;7.79;992.00;720.00;27.00;42.00;125.00;90.00;8.00;0.70;9.00
"FR";"Produit du tabac";"Cigarette";"WINSTON BLUE  [553403564318548A]";25/3/2020 13:59:00;"Winston Blue";;"filtre";25.00;"Boîte à couvercle supérieur rabattable, bord droit";"SKU";"13994761";17/2/2017 18:54:41;25/5/2017 00:00:00;84.00;7.79;826.00;560.00;27.00;37.00;115.00;85.00;8.00;0.60;9.00
"FR";"Produit du tabac";"Cigarette";"WINSTON BLUE  [555442CD2335CC20]";13/8/2020 10:36:00;"Winston Blue";;"filtre";20.00;"Boîte à couvercle supérieur rabattable, bord droit";"SKU";"14268307";13/9/2018 17:16:00;14/9/2018 00:00:00;83.00;7.79;825.00;565.00;27.00;24.00;120.00;100.00;8.00;0.60;9.00
"FR";"Produit du tabac";"Cigarette";"WINSTON BLUE  [63E065A57F33FD6C]";15/9/2020 14:13:00;"Winston Blue";;"filtre";30.00;"Boîte à couvercle supérieur rabattable, bord droit";"SKU";"14349961";20/12/2018 13:54:30;21/12/2018 00:00:00;83.00;7.79;810.00;550.00;27.00;28.00;120.00;95.00;8.00;0.60;9.00
"FR";"Produit du tabac";"Cigarette";"WINSTON BLUE  [73161601B78BCD6E]";13/8/2020 10:34:00;"Winston Blue";;"filtre";20.00;"Boîte à couvercle supérieur rabattable, bord droit";"SKU";"14243443";24/7/2018 16:17:31;25/7/2018 00:00:00;83.00;7.79;810.00;550.00;27.00;36.00;125.00;95.00;8.00;0.60;9.00
"FR";"Produit du tabac";"Cigarette";"WINSTON BLUE  [74F9CB8BAA5B0FF4]";27/3/2020 08:05:00;"Winston Blue";;"filtre";20.00;"Boîte à couvercle supérieur rabattable, bord droit";"SKU";"13895875";28/12/2016 13:38:53;29/12/2016 00:00:00;84.00;7.80;821.00;560.00;27.00;36.00;125.00;95.00;8.00;0.60;9.00
"FR";"Produit du tabac";"Cigarette";"WINSTON BLUE  [75DA7F22687B3B3B]";13/8/2020 10:34:00;"Winston Blue";;"filtre";20.00;"Boîte à couvercle supérieur rabattable, bord droit";"SKU";"14268307";13/9/2018 17:14:58;14/9/2018 00:00:00;83.00;7.79;806.00;550.00;27.00;38.00;115.00;85.00;8.00;0.60;10.00
"FR";"Produit du tabac";"Cigarette";"WINSTON BLUE  [78AF2CAAD7E96597]";25/3/2020 13:59:00;"Winston Blue";;"filtre";30.00;"Boîte à couvercle supérieur rabattable, bord droit";"SKU";"14002069";17/2/2017 18:54:41;3/6/2017 00:00:00;84.00;7.79;826.00;560.00;27.00;37.00;115.00;85.00;8.00;0.60;9.00
"FR";"Produit du tabac";"Cigarette";"WINSTON BLUE  [8869FA244381F2F8]";25/3/2020 13:34:00;"Winston Blue";;"filtre";35.00;"Boîte à couvercle supérieur rabattable, bord droit";"SKU";"13996264";11/5/2017 17:00:43;12/5/2017 00:00:00;84.00;7.79;821.00;560.00;27.00;36.00;125.00;95.00;8.00;0.60;9.00
"FR";"Produit du tabac";"Cigarette";"WINSTON BLUE  [8AD0E38C619BB3E9]";13/8/2020 10:34:00;"Winston Blue";;"filtre";20.00;"Boîte à couvercle supérieur rabattable, bord droit";"SKU";"14268313";13/9/2018 17:14:58;14/9/2018 00:00:00;83.00;7.79;806.00;550.00;27.00;38.00;115.00;85.00;8.00;0.60;10.00
"FR";"Produit du tabac";"Cigarette";"WINSTON BLUE  [8F6BA864ADC9633C]";25/3/2020 13:59:00;"Winston Blue";;"filtre";25.00;"Boîte à couvercle supérieur rabattable, bord droit";"SKU";"14177215";17/2/2017 18:54:41;8/5/2018 00:00:00;84.00;7.79;826.00;560.00;27.00;37.00;115.00;85.00;8.00;0.60;9.00
"FR";"Produit du tabac";"Cigarette";"WINSTON BLUE  [8FF183D741CACE23]";25/3/2020 13:33:00;"Winston Blue";;"filtre";30.00;"Boîte à couvercle supérieur rabattable, bord droit";"SKU";"14179780";15/5/2018 14:48:05;16/5/2018 00:00:00;84.00;7.80;826.00;560.00;27.00;37.00;115.00;85.00;8.00;0.60;9.00
"FR";"Produit du tabac";"Cigarette";"WINSTON BLUE  [94621E2946C6E579]";25/3/2020 13:33:00;"Winston Blue";;"filtre";20.00;"Boîte à couvercle supérieur rabattable, bord droit";"SKU";"14435551";9/5/2019 17:52:24;10/5/2019 00:00:00;83.00;7.79;825.00;565.00;27.00;24.00;120.00;100.00;8.00;0.60;9.00
"FR";"Produit du tabac";"Cigarette";"WINSTON BLUE  [94FB71CC8F12EE86]";13/8/2020 10:36:00;"Winston Blue";;"filtre";30.00;"Boîte à couvercle supérieur rabattable, bord droit";"SKU";"14292655";11/10/2018 13:58:39;12/10/2018 00:00:00;83.00;7.79;816.00;550.00;27.00;37.00;115.00;85.00;8.00;0.60;9.00
"FR";"Produit du tabac";"Cigarette";"WINSTON BLUE  [975E943CA7567399]";13/8/2020 10:35:00;"Winston Blue";;"filtre";20.00;"Boîte à couvercle supérieur rabattable, bord droit";"SKU";"14349469";20/12/2018 13:53:32;21/12/2018 00:00:00;100.00;7.79;992.00;720.00;27.00;42.00;115.00;80.00;8.00;0.70;9.00
"FR";"Produit du tabac";"Cigarette";"WINSTON BLUE  [ACBC830EA332B69D]";15/9/2020 14:12:00;"Winston Blue";;"filtre";25.00;"Boîte à couvercle supérieur rabattable, bord droit";"SKU";"14349475";20/12/2018 13:53:33;21/12/2018 00:00:00;83.00;7.79;810.00;550.00;27.00;28.00;120.00;95.00;8.00;0.60;9.00
"FR";"Produit du tabac";"Cigarette";"WINSTON BLUE  [B2E810F81266D301]";13/8/2020 10:36:00;"Winston Blue";;"filtre";25.00;"Boîte à couvercle supérieur rabattable, bord droit";"SKU";"13897288";8/12/2016 16:57:07;29/12/2016 00:00:00;84.00;7.80;826.00;560.00;27.00;37.00;115.00;85.00;8.00;0.60;9.00
"FR";"Produit du tabac";"Cigarette";"WINSTON BLUE  [B37BDEC49714D417]";13/8/2020 10:35:00;"Winston Blue";;"filtre";20.00;"Boîte à couvercle supérieur rabattable, bord droit";"SKU";"14349463";20/12/2018 13:53:32;21/12/2018 00:00:00;100.00;7.79;992.00;720.00;27.00;42.00;115.00;80.00;8.00;0.70;9.00
"FR";"Produit du tabac";"Cigarette";"WINSTON BLUE  [B4C08DF2625D661E]";13/8/2020 10:34:00;"Winston Blue";;"filtre";20.00;"Boîte à couvercle supérieur rabattable, bord droit";"SKU";"14243467";24/7/2018 16:17:31;25/7/2018 00:00:00;83.00;7.79;810.00;550.00;27.00;36.00;125.00;95.00;8.00;0.60;9.00
"FR";"Produit du tabac";"Cigarette";"WINSTON BLUE  [B4D9DCFFFCB6784B]";15/9/2020 14:13:00;"Winston Blue";;"filtre";25.00;"Boîte à couvercle supérieur rabattable, bord droit";"SKU";"14349487";20/12/2018 13:54:30;10/5/2019 00:00:00;83.00;7.79;810.00;550.00;27.00;28.00;120.00;95.00;8.00;0.60;9.00
"FR";"Produit du tabac";"Cigarette";"WINSTON BLUE  [BA5AEBFD680F43D4]";13/8/2020 10:34:00;"Winston Blue";;"filtre";35.00;"Boîte à couvercle supérieur rabattable, bord droit";"SKU";"14269609";13/9/2018 17:14:58;14/9/2018 00:00:00;83.00;7.79;806.00;550.00;27.00;38.00;115.00;85.00;8.00;0.60;10.00
"FR";"Produit du tabac";"Cigarette";"WINSTON BLUE  [C7D605E03AD31C02]";25/3/2020 12:55:00;"Winston Blue";;"filtre";30.00;"Boîte à couvercle supérieur rabattable, bord droit";"SKU";"13895611";28/2/2017 17:28:57;1/3/2017 00:00:00;84.00;7.80;826.00;560.00;27.00;37.00;115.00;85.00;8.00;0.60;9.00
"FR";"Produit du tabac";"Cigarette";"WINSTON BLUE  [CBDB01A8CDEC676C]";13/8/2020 10:36:00;"Winston Blue";;"filtre";25.00;"Boîte à couvercle supérieur rabattable, bord droit";"SKU";"14292928";11/10/2018 14:00:39;12/10/2018 00:00:00;83.00;7.79;816.00;550.00;27.00;37.00;115.00;85.00;8.00;0.60;9.00
"FR";"Produit du tabac";"Cigarette";"WINSTON BLUE  [CED4679F83A2F66D]";13/8/2020 10:36:00;"Winston Blue";;"filtre";25.00;"Boîte à couvercle supérieur rabattable, bord droit";"SKU";"14292646";11/10/2018 14:00:39;12/10/2018 00:00:00;83.00;7.79;816.00;550.00;27.00;37.00;115.00;85.00;8.00;0.60;9.00
"FR";"Produit du tabac";"Cigarette";"WINSTON BLUE  [DA866E822879DFAA]";13/8/2020 10:36:00;"Winston Blue";;"filtre";20.00;"Boîte à couvercle supérieur rabattable, bord droit";"SKU";"14175559";11/5/2017 17:18:35;24/4/2018 00:00:00;84.00;7.79;821.00;560.00;27.00;36.00;125.00;95.00;8.00;0.60;9.00
"FR";"Produit du tabac";"Cigarette";"WINSTON BLUE  [DD77AA9217188F88]";25/3/2020 13:59:00;"Winston Blue";;"filtre";25.00;"Boîte à couvercle supérieur rabattable, bord droit";"SKU";"14179528";17/2/2017 18:54:41;4/5/2018 00:00:00;84.00;7.79;826.00;560.00;27.00;37.00;115.00;85.00;8.00;0.60;9.00
"FR";"Produit du tabac";"Cigarette";"WINSTON BLUE  [E21CE2D05A37E507]";27/3/2020 08:05:00;"Winston Blue";;"filtre";20.00;"Boîte à couvercle supérieur rabattable, bord droit";"SKU";"14468851";29/11/2019 17:15:50;30/11/2019 00:00:00;83.00;7.79;810.00;550.00;27.00;28.00;120.00;95.00;8.00;0.60;9.00
"FR";"Produit du tabac";"Cigarette";"WINSTON BLUE  [E724E2186172CD58]";13/8/2020 10:34:00;"Winston Blue";;"filtre";35.00;"Boîte à couvercle supérieur rabattable, bord droit";"SKU";"14243425";24/7/2018 16:17:31;25/7/2018 00:00:00;83.00;7.79;810.00;550.00;27.00;36.00;125.00;95.00;8.00;0.60;9.00
"FR";"Produit du tabac";"Cigarette";"WINSTON BLUE  [EFA2680020BD2423]";25/3/2020 13:34:00;"Winston Blue";;"filtre";20.00;"Boîte à couvercle supérieur rabattable, bord droit";"SKU";"14175559";11/5/2017 17:00:43;24/4/2018 00:00:00;84.00;7.79;821.00;560.00;27.00;36.00;125.00;95.00;8.00;0.60;9.00
"FR";"Produit du tabac";"Cigarette";"WINSTON BLUE  [F32EC73B95683FAA]";13/8/2020 10:35:00;"Winston Blue";;"filtre";20.00;"Boîte à couvercle supérieur rabattable, bord droit";"SKU";"14349469";20/12/2018 13:53:27;21/12/2018 00:00:00;100.00;7.79;992.00;720.00;27.00;42.00;115.00;80.00;8.00;0.70;9.00
"FR";"Produit du tabac";"Cigarette";"WINSTON BLUE  [FD2848C59A1D0CEC]";13/8/2020 10:34:00;"Winston Blue";;"filtre";20.00;"Boîte à couvercle supérieur rabattable, bord droit";"SKU";"14243467";23/7/2018 14:41:44;24/7/2018 00:00:00;83.00;7.79;810.00;550.00;27.00;36.00;125.00;95.00;8.00;0.60;9.00
"FR";"Produit du tabac";"Cigarette";"WINSTON BLUE 100'S  [05299D2A438DE2C1]";13/8/2020 10:33:00;"Winston Blue 100's";;"filtre";20.00;"Boîte à couvercle supérieur rabattable, bord droit";"SKU";"14177230";17/2/2017 18:53:08;8/5/2018 00:00:00;100.00;7.79;1002.00;730.00;27.00;43.00;135.00;95.00;8.00;0.70;9.00
"FR";"Produit du tabac";"Cigarette";"WINSTON BLUE 100'S  [2F0713394324F423]";25/3/2020 13:34:00;"Winston Blue 100's";;"filtre";20.00;"Boîte à couvercle supérieur rabattable, bord droit";"SKU";"14000392";29/5/2017 11:30:36;30/5/2017 00:00:00;100.00;7.79;1002.00;730.00;27.00;43.00;135.00;95.00;8.00;0.70;9.00
"FR";"Produit du tabac";"Cigarette";"WINSTON BLUE 100'S  [393ED298400A811A]";13/8/2020 10:33:00;"Winston Blue 100's";;"filtre";20.00;"Boîte à couvercle supérieur rabattable, bord droit";"SKU";"14179582";17/2/2017 18:53:08;4/5/2018 00:00:00;100.00;7.79;1002.00;730.00;27.00;43.00;135.00;95.00;8.00;0.70;9.00
"FR";"Produit du tabac";"Cigarette";"WINSTON BLUE 100'S  [4C2BE0F156148E50]";25/3/2020 13:34:00;"Winston Blue 100's";;"filtre";20.00;"Boîte à couvercle supérieur rabattable, bord droit";"SKU";"14177230";29/5/2017 11:30:36;12/5/2018 00:00:00;100.00;7.79;1002.00;730.00;27.00;43.00;135.00;95.00;8.00;0.70;9.00
"FR";"Produit du tabac";"Cigarette";"WINSTON BLUE 100'S  [90367F2E526C6287]";13/8/2020 10:33:00;"Winston Blue 100's";;"filtre";20.00;"Boîte à couvercle supérieur rabattable, bord droit";"SKU";"14177230";18/8/2017 11:11:57;8/5/2018 00:00:00;100.00;7.79;1002.00;730.00;27.00;43.00;135.00;95.00;8.00;0.70;9.00
"FR";"Produit du tabac";"Cigarette";"WINSTON BLUE 100'S  [95C9D2F41051EC12]";25/3/2020 13:34:00;"Winston Blue 100's";;"filtre";20.00;"Boîte à couvercle supérieur rabattable, bord droit";"SKU";"14179582";29/5/2017 11:30:36;4/5/2018 00:00:00;100.00;7.79;1002.00;730.00;27.00;43.00;135.00;95.00;8.00;0.70;9.00
"FR";"Produit du tabac";"Cigarette";"WINSTON BLUE 100'S  [C59F903966539294]";13/8/2020 10:33:00;"Winston Blue 100's";;"filtre";20.00;"Boîte à couvercle supérieur rabattable, bord droit";"SKU";"14179582";18/8/2017 11:11:57;4/5/2018 00:00:00;100.00;7.79;1002.00;730.00;27.00;43.00;135.00;95.00;8.00;0.70;9.00
"FR";"Produit du tabac";"Cigarette";"WINSTON BLUE 20  [D180A18AB3977BD2]";13/8/2020 10:36:00;"Winston Blue 20";;"filtre";20.00;"Boîte à couvercle supérieur rabattable, bord droit";"SKU";"13903993";28/12/2016 14:13:20;13/1/2017 00:00:00;84.00;7.80;821.00;560.00;27.00;36.00;125.00;95.00;8.00;0.60;9.00
"FR";"Produit du tabac";"Cigarette";"WINSTON BLUE BLEND  [73AB0B052CA6BE07]";20/4/2020 13:15:00;"Winston Blue Blend";;"filtre";30.00;"Boîte à couvercle supérieur rabattable, bord droit";"SKU";"14349949";4/1/2019 15:17:59;19/4/2019 00:00:00;100.00;7.79;992.00;720.00;27.00;42.00;125.00;90.00;8.00;0.70;9.00
"FR";"Produit du tabac";"Cigarette";"WINSTON BLUE BLEND 100'S  [507032E46F46EEA8]";20/4/2020 13:15:00;"Winston Blue Blend 100's";;"filtre";30.00;"Boîte à couvercle supérieur rabattable, bord droit";"SKU";"14619220";4/1/2019 15:17:59;21/4/2020 00:00:00;100.00;7.79;992.00;720.00;27.00;42.00;125.00;90.00;8.00;0.70;9.00
"FR";"Produit du tabac";"Cigarette";"WINSTON BLUE BLEND 100'S  [5C230ACB7616507A]";25/3/2020 13:34:00;"Winston Blue Blend 100's";;"filtre";30.00;"Boîte à couvercle supérieur rabattable, bord droit";"SKU";"14179837";29/5/2017 11:30:36;12/5/2018 00:00:00;100.00;7.79;1002.00;730.00;27.00;43.00;135.00;95.00;8.00;0.70;9.00
"FR";"Produit du tabac";"Cigarette";"WINSTON BLUE BLEND 100'S  [6E8D860F5D15F3A6]";13/8/2020 10:33:00;"Winston Blue Blend 100's";;"filtre";30.00;"Boîte à couvercle supérieur rabattable, bord droit";"SKU";"14035612";18/8/2017 11:11:57;19/8/2017 00:00:00;100.00;7.79;1002.00;730.00;27.00;43.00;135.00;95.00;8.00;0.70;9.00
"FR";"Produit du tabac";"Cigarette";"WINSTON CLASSIC  [0542F3E389412393]";25/3/2020 12:54:00;"Winston Classic";;"filtre";20.00;"Boîte à couvercle supérieur rabattable, bord droit";"SKU";"13895872";28/12/2016 13:37:04;29/12/2016 00:00:00;84.00;7.80;894.00;675.00;21.00;38.00;115.00;85.00;10.00;0.80;10.00
"FR";"Produit du tabac";"Cigarette";"WINSTON CLASSIC  [14447655E6526DAA]";13/8/2020 10:35:00;"Winston Classic";;"filtre";25.00;"Boîte à couvercle supérieur rabattable, bord droit";"SKU";"14349484";20/12/2018 13:54:36;10/5/2019 00:00:00;83.00;7.79;840.00;625.00;21.00;30.00;105.00;85.00;10.00;0.80;10.00
"FR";"Produit du tabac";"Cigarette";"WINSTON CLASSIC  [15BA5ACB9AAA4358]";13/8/2020 10:35:00;"Winston Classic";;"filtre";25.00;"Boîte à couvercle supérieur rabattable, bord droit";"SKU";"14349481";20/12/2018 13:53:27;21/12/2018 00:00:00;83.00;7.79;840.00;625.00;21.00;30.00;105.00;85.00;10.00;0.80;10.00
"FR";"Produit du tabac";"Cigarette";"WINSTON CLASSIC  [24F1B387704FD545]";13/8/2020 10:36:00;"Winston Classic";;"filtre";25.00;"Boîte à couvercle supérieur rabattable, bord droit";"SKU";"14292643";11/10/2018 13:52:38;12/10/2018 00:00:00;83.00;7.79;883.00;665.00;21.00;38.00;105.00;80.00;10.00;0.80;10.00
"FR";"Produit du tabac";"Cigarette";"WINSTON CLASSIC  [2840EBA054D84A9A]";13/8/2020 10:35:00;"Winston Classic";;"filtre";20.00;"Boîte à couvercle supérieur rabattable, bord droit";"SKU";"14268304";13/9/2018 10:14:15;14/9/2018 00:00:00;83.00;7.79;825.00;610.00;21.00;34.00;105.00;80.00;10.00;0.80;9.00
"FR";"Produit du tabac";"Cigarette";"WINSTON CLASSIC  [2BFC967E404FF4AF]";25/3/2020 13:33:00;"Winston Classic";;"filtre";30.00;"Boîte à couvercle supérieur rabattable, bord droit";"SKU";"14292670";11/10/2018 13:54:39;12/10/2018 00:00:00;83.00;7.79;883.00;665.00;21.00;38.00;105.00;80.00;10.00;0.80;10.00
"FR";"Produit du tabac";"Cigarette";"WINSTON CLASSIC  [3F7808B96B0D62B3]";25/3/2020 13:34:00;"Winston Classic";;"filtre";20.00;"Paquet souple";"SKU";"13999318";14/2/2017 14:25:30;25/5/2017 00:00:00;84.00;7.79;904.00;685.00;21.00;38.00;105.00;80.00;10.00;0.80;10.00
"FR";"Produit du tabac";"Cigarette";"WINSTON CLASSIC  [41876F66BBD5759E]";25/3/2020 13:34:00;"Winston Classic";;"filtre";20.00;"Paquet souple";"SKU";"14175742";14/2/2017 14:25:30;4/5/2018 00:00:00;84.00;7.79;904.00;685.00;21.00;38.00;105.00;80.00;10.00;0.80;10.00
"FR";"Produit du tabac";"Cigarette";"WINSTON CLASSIC  [496157AC6C28C020]";13/8/2020 10:35:00;"Winston Classic";;"filtre";20.00;"Boîte à couvercle supérieur rabattable, bord droit";"SKU";"14268310";13/9/2018 10:14:15;14/9/2018 00:00:00;83.00;7.79;825.00;610.00;21.00;34.00;105.00;80.00;10.00;0.80;9.00
"FR";"Produit du tabac";"Cigarette";"WINSTON CLASSIC  [4C1D0FC7C320BB38]";25/3/2020 13:33:00;"Winston Classic";;"filtre";20.00;"Boîte à couvercle supérieur rabattable, bord droit";"SKU";"14433985";9/5/2019 17:52:24;10/5/2019 00:00:00;83.00;7.79;840.00;625.00;21.00;30.00;105.00;85.00;10.00;0.80;10.00
"FR";"Produit du tabac";"Cigarette";"WINSTON CLASSIC  [4D50227B50DC3856]";25/3/2020 13:59:00;"Winston Classic";;"filtre";25.00;"Boîte à couvercle supérieur rabattable, bord droit";"SKU";"14179519";17/2/2017 18:50:05;4/5/2018 00:00:00;84.00;7.79;894.00;675.00;21.00;38.00;105.00;80.00;10.00;0.80;10.00
"FR";"Produit du tabac";"Cigarette";"WINSTON CLASSIC  [50A2B933C4BE1806]";13/8/2020 10:36:00;"Winston Classic";;"filtre";20.00;"Boîte à couvercle supérieur rabattable, bord droit";"SKU";"14175547";29/5/2017 11:22:26;24/4/2018 00:00:00;84.00;7.79;894.00;675.00;21.00;41.00;115.00;80.00;10.00;0.80;10.00
"FR";"Produit du tabac";"Cigarette";"WINSTON CLASSIC  [58D4F3B70CDFE1A3]";13/8/2020 10:34:00;"Winston Classic";;"filtre";20.00;"Boîte à couvercle supérieur rabattable, bord droit";"SKU";"14243440";24/7/2018 16:17:31;25/7/2018 00:00:00;83.00;7.79;883.00;665.00;21.00;41.00;115.00;80.00;10.00;0.80;10.00
"FR";"Produit du tabac";"Cigarette";"WINSTON CLASSIC  [59A000A010104F43]";13/8/2020 10:35:00;"Winston Classic";;"filtre";35.00;"Boîte à couvercle supérieur rabattable, bord droit";"SKU";"13996258";11/5/2017 16:47:51;12/5/2017 00:00:00;84.00;7.79;894.00;675.00;21.00;41.00;115.00;80.00;10.00;0.80;10.00
"FR";"Produit du tabac";"Cigarette";"WINSTON CLASSIC  [5DC5FF4BBDB34778]";13/8/2020 10:36:00;"Winston Classic";;"filtre";20.00;"Boîte à couvercle supérieur rabattable, bord droit";"SKU";"14268304";13/9/2018 10:15:16;14/9/2018 00:00:00;83.00;7.79;840.00;625.00;21.00;30.00;105.00;85.00;10.00;0.80;10.00
"FR";"Produit du tabac";"Cigarette";"WINSTON CLASSIC  [600E3846DE43FB0E]";25/3/2020 13:33:00;"Winston Classic";;"filtre";30.00;"Boîte à couvercle supérieur rabattable, bord droit";"SKU";"14179825";17/2/2017 18:48:33;8/5/2018 00:00:00;84.00;7.79;894.00;675.00;21.00;38.00;105.00;80.00;10.00;0.80;10.00
"FR";"Produit du tabac";"Cigarette";"WINSTON CLASSIC  [61D45DA3304D9EB6]";13/8/2020 10:36:00;"Winston Classic";;"filtre";25.00;"Boîte à couvercle supérieur rabattable, bord droit";"SKU";"14292931";11/10/2018 13:52:38;12/10/2018 00:00:00;83.00;7.79;883.00;665.00;21.00;38.00;105.00;80.00;10.00;0.80;10.00
"FR";"Produit du tabac";"Cigarette";"WINSTON CLASSIC  [6B68FF367B4BCC89]";25/3/2020 13:33:00;"Winston Classic";;"filtre";20.00;"Paquet souple";"SKU";"14321884";22/11/2018 16:44:13;23/11/2018 00:00:00;84.00;7.79;826.00;610.00;21.00;0.00;95.00;80.00;10.00;0.80;10.00
"FR";"Produit du tabac";"Cigarette";"WINSTON CLASSIC  [70026DB0F2762A3F]";13/8/2020 10:35:00;"Winston Classic";;"filtre";25.00;"Boîte à couvercle supérieur rabattable, bord droit";"SKU";"14349484";20/12/2018 13:53:27;21/12/2018 00:00:00;83.00;7.79;840.00;625.00;21.00;30.00;105.00;85.00;10.00;0.80;10.00
"FR";"Produit du tabac";"Cigarette";"WINSTON CLASSIC  [78A00603FD144DAA]";25/3/2020 13:33:00;"Winston Classic";;"filtre";20.00;"Boîte à couvercle supérieur rabattable, bord droit";"SKU";"14435431";9/5/2019 17:52:24;10/5/2019 00:00:00;83.00;7.79;840.00;625.00;21.00;30.00;105.00;85.00;10.00;0.80;10.00
"FR";"Produit du tabac";"Cigarette";"WINSTON CLASSIC  [7F01CA9A3F46DFEC]";13/8/2020 10:35:00;"Winston Classic";;"filtre";35.00;"Boîte à couvercle supérieur rabattable, bord droit";"SKU";"14174881";11/5/2017 16:47:51;24/4/2018 00:00:00;84.00;7.79;894.00;675.00;21.00;41.00;115.00;80.00;10.00;0.80;10.00
"FR";"Produit du tabac";"Cigarette";"WINSTON CLASSIC  [7FCD77D2E021CF70]";13/8/2020 10:35:00;"Winston Classic";;"filtre";20.00;"Boîte à couvercle supérieur rabattable, bord droit";"SKU";"14243440";23/7/2018 14:55:53;24/7/2018 00:00:00;83.00;7.79;883.00;665.00;21.00;41.00;115.00;80.00;10.00;0.80;10.00
"FR";"Produit du tabac";"Cigarette";"WINSTON CLASSIC  [87BA8FDAED06E879]";13/8/2020 10:33:00;"Winston Classic";;"filtre";25.00;"Boîte à couvercle supérieur rabattable, bord droit";"SKU";"13897156";15/12/2016 19:18:46;29/12/2016 00:00:00;84.00;7.80;894.00;675.00;21.00;38.00;105.00;80.00;10.00;0.80;10.00
"FR";"Produit du tabac";"Cigarette";"WINSTON CLASSIC  [8FFDBA4CB3685D3B]";13/8/2020 10:35:00;"Winston Classic";;"filtre";30.00;"Boîte à couvercle supérieur rabattable, bord droit";"SKU";"14349967";20/12/2018 13:54:36;21/12/2018 00:00:00;83.00;7.79;840.00;625.00;21.00;30.00;105.00;85.00;10.00;0.80;10.00
"FR";"Produit du tabac";"Cigarette";"WINSTON CLASSIC  [92A1159CDF6C91A8]";15/9/2020 14:12:00;"Winston Classic";;"filtre";20.00;"Boîte à couvercle supérieur rabattable, bord droit";"SKU";"14349466";20/12/2018 13:53:27;21/12/2018 00:00:00;100.00;7.79;998.00;720.00;27.00;34.00;115.00;90.00;10.00;0.80;10.00
"FR";"Produit du tabac";"Cigarette";"WINSTON CLASSIC  [9E45AEF60ADFA605]";13/8/2020 10:36:00;"Winston Classic";;"filtre";20.00;"Boîte à couvercle supérieur rabattable, bord droit";"SKU";"13914622";8/12/2016 17:31:14;29/12/2016 00:00:00;84.00;7.80;894.00;675.00;21.00;38.00;115.00;85.00;10.00;0.80;10.00
"FR";"Produit du tabac";"Cigarette";"WINSTON CLASSIC  [A08E0FFBE4DDC92F]";27/3/2020 08:05:00;"Winston Classic";;"filtre";30.00;"Boîte à couvercle supérieur rabattable, bord droit";"SKU";"13895539";28/2/2017 17:27:56;1/3/2017 00:00:00;84.00;7.80;894.00;675.00;21.00;38.00;105.00;80.00;10.00;0.80;10.00
