Marché_National_Produit,Catégorie_Produit,Type_Produit,Code_Référence,Date_Dernière_Mise_A_Jour_Du_Dossier,Nom_Marque_Produit,Nom_Sous-type_Marque_Produit,Filtre_Produit,Unités_Conditionnement_Produit,Poids_NET_Conditionnement_Produit,Type_Conditionnement_Produit,Type_Numéro_Produit,Numéro_Produit,Date_Notification,Date_Lancement_Produit,Longueur_Produit,Diamètre_Produit,Poids_Produit,Poids_Tabac_Produit,Longueur_Filtre_Produit,Teneur_Totale_Nicotine_Tabac_Rouler_Pipe,Teneur_Nicotine_Base_Tabac_Rouler_Pipe,Teneur_Nicotine_Sans_Combusion,Teneur_Nicotine_Base_Sans_Combusion,pH_Sans_Combusion,Humidité_Sans_Combustion
FR,Produit du tabac,Cigarillo,HENRI WINTERMANS SMALL CIG 20 [4916691288F02ADE],13/2/2020 15:25:00,Henri Wintermans,Small Cig 20,sans filtre,2000,NA,Boîte avec couvercle coulissant,SKU,32403686,17/5/2018 13:31:47,1/8/2019 00:00:00,89,8,110000,1053.36,NA,NA,NA,NA,NA,NA,NA
FR,Produit du tabac,Cigarillo,HENRI WINTERMANS SMALL CIG 20 [8B73882AFFE41D53],13/2/2020 15:25:00,Henri Wintermans,Small Cig 20,sans filtre,2000,NA,Boîte avec couvercle coulissant,SKU,32403685,17/5/2018 13:31:47,1/11/2019 00:00:00,89,8,110000,1053.36,NA,NA,NA,NA,NA,NA,NA
FR,Produit du tabac,Cigarillo,J.CORTES BLEU PACK J. CORTES [061576354634C9CA],30/1/2020 21:22:00,J.CORTES BLEU PACK,J. Cortes,sans filtre,17500,NA,Boîte en métal à couvercle basculant,-,01909175127,14/11/2016 09:25:40,1/1/2018 00:00:00,98,8.9,152000,1519.07,NA,NA,NA,NA,NA,NA,NA
FR,Produit du tabac,Cigarillo,J.CORTES BLEU PACK J. CORTES [9001010FACF0DFCB],30/1/2020 21:22:00,J.CORTES BLEU PACK,J. Cortes,sans filtre,17500,NA,Boîte en métal à couvercle basculant,-,01906175127,14/11/2016 09:25:40,1/1/2017 00:00:00,98,8.9,152000,1519.07,NA,NA,NA,NA,NA,NA,NA
FR,Produit du tabac,Cigarillo,J.CORTES BLEU PACK J. CORTES [A52FA4844B1C230D],30/1/2020 21:22:00,J.CORTES BLEU PACK,J. Cortes,sans filtre,17500,NA,Boîte en métal à couvercle basculant,-,01906175127,14/11/2016 09:25:43,1/1/2017 00:00:00,85.6,7.6,100000,999.07,NA,NA,NA,NA,NA,NA,NA
FR,Produit du tabac,Cigarillo,J.CORTES BLEU PACK J. CORTES [A66BC2EA1E00A652],30/1/2020 21:22:00,J.CORTES BLEU PACK,J. Cortes,sans filtre,17500,NA,Boîte en métal à couvercle basculant,-,01909175127,14/11/2016 09:25:43,1/1/2018 00:00:00,85.6,7.6,100000,999.07,NA,NA,NA,NA,NA,NA,NA
FR,Produit du tabac,Cigarillo,J.CORTES CLASSIC          COR J. CORTES [C533C64A8220750C],30/1/2020 21:22:00,J.CORTES CLASSIC          COR,J. Cortes,sans filtre,500,NA,Boîte en carton,-,01007005501,9/11/2016 17:32:40,1/1/2006 00:00:00,109.9,10.4,200000,1999.07,NA,NA,NA,NA,NA,NA,NA
FR,Produit du tabac,Cigarillo,J.CORTES CLASSIC        HL J. CORTES [18F3E85DB3537303],30/1/2020 21:22:00,J.CORTES CLASSIC        HL,J. Cortes,sans filtre,2500,NA,Boîte à couvercle basculant,-,01007025127HL,9/11/2016 17:32:40,1/1/2006 00:00:00,109.9,10.4,200000,1999.07,NA,NA,NA,NA,NA,NA,NA
FR,Produit du tabac,Cigarillo,J.CORTES CLASSIC J. CORTES [00A2E763EC03CFA2],30/1/2020 21:22:00,J.CORTES CLASSIC,J. Cortes,sans filtre,500,NA,Boîte en carton,-,01007005127,9/11/2016 17:32:40,1/1/2006 00:00:00,109.9,10.4,200000,1999.07,NA,NA,NA,NA,NA,NA,NA
FR,Produit du tabac,Cigarillo,J.CORTES CLASSIC J. CORTES [A6A7D9FFAABA75C1],30/1/2020 21:22:00,J.CORTES CLASSIC,J. Cortes,sans filtre,2500,NA,Boîte à couvercle basculant,-,01007025127,9/11/2016 17:32:40,1/1/2006 00:00:00,109.9,10.4,200000,1999.07,NA,NA,NA,NA,NA,NA,NA
FR,Produit du tabac,Cigarillo,J.CORTES COF SUMATRA LTD J. CORTES [6FFCC03863F81A4F],30/1/2020 21:22:00,J.CORTES COF SUMATRA LTD,J. Cortes,sans filtre,2500,NA,Boîte à glissière,-,01911025127,14/11/2016 09:25:43,1/1/2018 00:00:00,85.6,7.6,100000,999.07,NA,NA,NA,NA,NA,NA,NA
FR,Produit du tabac,Cigarillo,J.CORTES COF SUMATRA LTD J. CORTES [71505432789146CD],30/1/2020 21:22:00,J.CORTES COF SUMATRA LTD,J. Cortes,sans filtre,2500,NA,Boîte à glissière,-,01911025127,14/11/2016 09:25:40,1/1/2018 00:00:00,98,8.9,152000,1519.07,NA,NA,NA,NA,NA,NA,NA
FR,Produit du tabac,Cigarillo,J.CORTES GRAND CIGARILLOS J. CORTES [186B760742A2EA62],30/1/2020 21:22:00,J.CORTES GRAND CIGARILLOS,J. Cortes,sans filtre,2500,NA,Boîte à couvercle basculant,-,01021025127,14/11/2016 09:25:40,1/1/2017 00:00:00,98,8.9,152000,1519.07,NA,NA,NA,NA,NA,NA,NA
FR,Produit du tabac,Cigarillo,J.CORTES GRAND CIGARILLOS J. CORTES [2375CB622987C1E1],30/1/2020 21:22:00,J.CORTES GRAND CIGARILLOS,J. Cortes,sans filtre,1000,NA,Boîte en métal à couvercle basculant,-,01021010127,14/11/2016 09:25:40,1/1/2006 00:00:00,98,8.9,152000,1519.07,NA,NA,NA,NA,NA,NA,NA
FR,Produit du tabac,Cigarillo,J.CORTES GRAND CIGARILLOS J. CORTES [8CC9FA3F81C60E5E],30/1/2020 21:22:00,J.CORTES GRAND CIGARILLOS,J. Cortes,sans filtre,1000,NA,Boîte en métal à couvercle basculant,-,01021010501,14/11/2016 09:25:40,1/1/2016 00:00:00,98,8.9,152000,1519.07,NA,NA,NA,NA,NA,NA,NA
FR,Produit du tabac,Cigarillo,J.CORTES GRAND LUXE     HL J. CORTES [E2B46285753B593E],30/1/2020 21:22:00,J.CORTES GRAND LUXE     HL,J. Cortes,sans filtre,1000,NA,Boîte en métal à couvercle basculant,-,01021010127HL,14/11/2016 09:25:40,1/1/2006 00:00:00,98,8.9,152000,1519.07,NA,NA,NA,NA,NA,NA,NA
FR,Produit du tabac,Cigarillo,J.CORTES MINI            COR J. CORTES [0D8775D48C11DFFD],30/1/2020 21:22:00,J.CORTES MINI            COR,J. Cortes,sans filtre,2000,NA,Boîte en carton,-,01032020501,14/11/2016 09:25:43,1/1/2006 00:00:00,85.6,7.6,100000,999.07,NA,NA,NA,NA,NA,NA,NA
FR,Produit du tabac,Cigarillo,J.CORTES MINI           HL J. CORTES [0E0E8C0E4517A027],30/1/2020 21:22:00,J.CORTES MINI           HL,J. Cortes,sans filtre,2000,NA,Boîte en carton,-,01032020127HL,14/11/2016 09:25:43,1/1/2006 00:00:00,85.6,7.6,100000,999.07,NA,NA,NA,NA,NA,NA,NA
FR,Produit du tabac,Cigarillo,J.CORTES MINI 20*5 J. CORTES [8796CF17F7843407],30/1/2020 21:22:00,J.CORTES MINI 20*5,J. Cortes,sans filtre,10000,NA,Boîte en carton,-,01032100127,14/11/2016 09:25:43,1/1/2006 00:00:00,85.6,7.6,100000,999.07,NA,NA,NA,NA,NA,NA,NA
FR,Produit du tabac,Cigarillo,J.CORTES MINI DOM        COR J. CORTES [22DFF28A8E893D58],30/1/2020 21:22:00,J.CORTES MINI DOM        COR,J. Cortes,sans filtre,1000,NA,Boîte en métal à couvercle basculant,-,01046010501,14/11/2016 09:25:43,1/1/2006 00:00:00,85.6,7.6,100000,999.07,NA,NA,NA,NA,NA,NA,NA
FR,Produit du tabac,Cigarillo,J.CORTES MINI DOM       HL J. CORTES [EE804F4EC88AC13A],30/1/2020 21:22:00,J.CORTES MINI DOM       HL,J. Cortes,sans filtre,1000,NA,Boîte en métal à couvercle basculant,-,01046010127HL,14/11/2016 09:25:43,1/1/2016 00:00:00,85.6,7.6,100000,999.07,NA,NA,NA,NA,NA,NA,NA
FR,Produit du tabac,Cigarillo,J.CORTES MINI DOM J. CORTES [9AFC41FBB5A75551],30/1/2020 21:22:00,J.CORTES MINI DOM,J. Cortes,sans filtre,1000,NA,Boîte en métal à couvercle basculant,-,01046010127,14/11/2016 09:25:43,1/1/2006 00:00:00,85.6,7.6,100000,999.07,NA,NA,NA,NA,NA,NA,NA
FR,Produit du tabac,Cigarillo,J.CORTES MINI HONDURAS J. CORTES [594B99B39712493E],30/1/2020 21:22:00,J.CORTES MINI HONDURAS,J. Cortes,sans filtre,2000,NA,Boîte en carton,-,01049020127,14/11/2016 09:25:43,1/1/2006 00:00:00,85.6,7.6,100000,999.07,NA,NA,NA,NA,NA,NA,NA
FR,Produit du tabac,Cigarillo,J.CORTES MINI J. CORTES [62EEBAB32BB18284],30/1/2020 21:22:00,J.CORTES MINI,J. Cortes,sans filtre,2000,NA,Boîte en carton,-,01032020127,14/11/2016 09:25:43,1/1/2006 00:00:00,85.6,7.6,100000,999.07,NA,NA,NA,NA,NA,NA,NA
FR,Produit du tabac,Cigarillo,J.CORTES MINI J. CORTES [F4EEED3058BE1650],30/1/2020 21:22:00,J.CORTES MINI,J. Cortes,sans filtre,5000,NA,Boîte à couvercle basculant,-,01032050127,14/11/2016 09:25:43,1/1/2006 00:00:00,85.6,7.6,100000,999.07,NA,NA,NA,NA,NA,NA,NA
FR,Produit du tabac,Cigarillo,J.CORTES PURITOS J. CORTES [3D0D75B9BC41FE5C],30/1/2020 21:22:00,J.CORTES PURITOS,J. Cortes,sans filtre,2000,NA,Boîte en carton,-,01047020127,14/11/2016 09:25:44,1/1/2006 00:00:00,68.3,7.6,77000,769.07,NA,NA,NA,NA,NA,NA,NA
FR,Produit du tabac,Cigarillo,J.CORTES PUROS           COR J. CORTES [21326115DA99581B],30/1/2020 21:22:00,J.CORTES PUROS           COR,J. Cortes,sans filtre,1000,NA,Boîte en carton,-,01038010501,14/11/2016 09:25:41,1/1/2006 00:00:00,95,8.6,140000,1399.07,NA,NA,NA,NA,NA,NA,NA
FR,Produit du tabac,Cigarillo,J.CORTES PUROS J. CORTES [4C803B2EC46D0CE9],30/1/2020 21:22:00,J.CORTES PUROS,J. Cortes,sans filtre,1000,NA,Boîte en carton,-,01038010127,14/11/2016 09:25:41,1/1/2006 00:00:00,95,8.6,140000,1399.07,NA,NA,NA,NA,NA,NA,NA
FR,Produit du tabac,Cigarillo,J.CORTES PUROS J. CORTES [EBD0F99A65DBB2FF],30/1/2020 21:22:00,J.CORTES PUROS,J. Cortes,sans filtre,2500,NA,Boîte à couvercle basculant,-,01038025127,14/11/2016 09:25:41,1/1/2006 00:00:00,95,8.6,140000,1399.07,NA,NA,NA,NA,NA,NA,NA
FR,Produit du tabac,Cigarillo,LA PAZ CGL 05 [3D27D6347CA203C6],7/1/2020 13:37:00,La Paz,Cgl 05,sans filtre,500,NA,Boîte en métal à couvercle basculant,SKU,32404199,23/2/2018 13:03:48,1/8/2019 00:00:00,103,9.4,156000,1550.32,NA,NA,NA,NA,NA,NA,NA
FR,Produit du tabac,Cigarillo,LA PAZ CGL 20 [18BF7B55647F3660],18/2/2020 09:57:00,La Paz,Cgl 20,sans filtre,2000,NA,Boîte en métal à couvercle basculant,SKU,32404687,21/11/2016 14:56:17,1/8/2019 00:00:00,103,9.4,156000,1549.19,NA,NA,NA,NA,NA,NA,NA
FR,Produit du tabac,Cigarillo,LA PAZ CGL 20 [82874B7DFD729B66],18/2/2020 09:57:00,La Paz,Cgl 20,sans filtre,2000,NA,Boîte en métal à couvercle basculant,SKU,32404686,21/11/2016 14:56:17,1/8/2019 00:00:00,103,9.4,156000,1549.19,NA,NA,NA,NA,NA,NA,NA
FR,Produit du tabac,Cigarillo,LA PAZ CGL 20 [B66137DB096EE950],18/2/2020 09:57:00,La Paz,Cgl 20,sans filtre,2000,NA,Boîte en métal à couvercle basculant,SKU,32404689,21/11/2016 14:56:17,1/8/2019 00:00:00,103,9.4,156000,1549.19,NA,NA,NA,NA,NA,NA,NA
FR,Produit du tabac,Cigarillo,LA PAZ CGL 20 [D7B530036C01EB8D],18/2/2020 09:57:00,La Paz,Cgl 20,sans filtre,2000,NA,Boîte en métal à couvercle basculant,SKU,32404688,21/11/2016 14:56:17,1/8/2019 00:00:00,103,9.4,156000,1549.19,NA,NA,NA,NA,NA,NA,NA
FR,Produit du tabac,Cigarillo,LA PAZ MINI CGL 05 [40056A67860B9C40],18/2/2020 09:57:00,La Paz,Mini Cgl 05,sans filtre,500,NA,Boîte avec couvercle coulissant,SKU,32404667,27/1/2017 10:22:35,1/8/2019 00:00:00,79,7.9,82000,812.77,NA,NA,NA,NA,NA,NA,NA
FR,Produit du tabac,Cigarillo,LA PAZ MINI CGL 20 [30CE2AC3FDB18D66],18/2/2020 09:57:00,La Paz,Mini Cgl 20,sans filtre,2000,NA,Boîte en métal à couvercle basculant,SKU,32404669,27/1/2017 10:22:35,1/8/2019 00:00:00,79,7.9,82000,812.77,NA,NA,NA,NA,NA,NA,NA
FR,Produit du tabac,Cigarillo,LA PAZ MINI CGL 20 [39BDA7634D2E4A52],18/2/2020 09:57:00,La Paz,Mini Cgl 20,sans filtre,2000,NA,Boîte en métal à couvercle basculant,SKU,32404671,27/1/2017 10:22:35,1/8/2019 00:00:00,79,7.9,82000,812.77,NA,NA,NA,NA,NA,NA,NA
FR,Produit du tabac,Cigarillo,LA PAZ MINI CGL 20 [B6AAB02599227BDC],18/2/2020 09:57:00,La Paz,Mini Cgl 20,sans filtre,2000,NA,Boîte en métal à couvercle basculant,SKU,32404670,27/1/2017 10:22:35,1/8/2019 00:00:00,79,7.9,82000,812.77,NA,NA,NA,NA,NA,NA,NA
FR,Produit du tabac,Cigarillo,LA PAZ MINI CGL 20 [D67622B60325681A],18/2/2020 09:57:00,La Paz,Mini Cgl 20,sans filtre,2000,NA,Boîte en métal à couvercle basculant,SKU,32404668,27/1/2017 10:22:35,1/8/2019 00:00:00,79,7.9,82000,812.77,NA,NA,NA,NA,NA,NA,NA
FR,Produit du tabac,Cigarillo,LA PAZ MINIATURAS 20 [74408D49AFA9221A],22/1/2020 14:08:00,La Paz,Miniaturas 20,sans filtre,2000,NA,Boîte en métal à couvercle basculant,SKU,32404663,27/1/2017 10:11:26,1/8/2019 00:00:00,67,7.4,72300,716.09,NA,NA,NA,NA,NA,NA,NA
FR,Produit du tabac,Cigarillo,LA PAZ MINIATURAS 20 [B27BB812A6088622],22/1/2020 14:08:00,La Paz,Miniaturas 20,sans filtre,2000,NA,Boîte en métal à couvercle basculant,SKU,32404662,27/1/2017 10:11:26,1/8/2019 00:00:00,67,7.4,72300,716.09,NA,NA,NA,NA,NA,NA,NA
FR,Produit du tabac,Cigarillo,LA PAZ MINIATURAS 20 [FE78296BF69CC624],22/1/2020 14:08:00,La Paz,Miniaturas 20,sans filtre,2000,NA,Boîte en métal à couvercle basculant,SKU,32404661,27/1/2017 10:11:26,1/8/2019 00:00:00,67,7.4,72300,716.09,NA,NA,NA,NA,NA,NA,NA
FR,Produit du tabac,Cigarillo,LA PAZ ORIGINS CORRENTINO CGL 14 [2CC467E83850C340],22/1/2020 14:08:00,La Paz,Origins Correntino Cgl 14,sans filtre,1400,NA,Boîte avec couvercle coulissant,SKU,32404144,8/5/2017 12:58:24,1/8/2019 00:00:00,103,9.4,156000,1550.32,NA,NA,NA,NA,NA,NA,NA
FR,Produit du tabac,Cigarillo,LA PAZ ORIGINS CORRENTINO MINI CGL 14 [CE3A4A9C61D40778],21/1/2020 14:37:00,La Paz,Origins Correntino Mini Cgl 14,sans filtre,1400,NA,Boîte avec couvercle coulissant,SKU,32404142,8/5/2017 12:58:24,1/8/2019 00:00:00,79,7.9,82000,813.09,NA,NA,NA,NA,NA,NA,NA
FR,Produit du tabac,Cigarillo,MARLBORO LEAF HARD PACK - 10 CIGARILLOS [D14307EBF1DF073D],27/3/2020 19:15:00,Marlboro Leaf,Hard pack - 10 cigarillos,filtre,1000,NA,Boîte à couvercle basculant,-,POM.046299,11/9/2017 10:56:20,18/9/2017 00:00:00,84,7.7,100470,717.00,27,NA,NA,NA,NA,NA,NA
FR,Produit du tabac,Cigarillo,MARYLAND ICE DOM  [0463FEF833C2EB90],25/8/2020 12:34:00,MARYLAND ICE DOM,NA,filtre,2000,NA,"Boîte à couvercle supérieur rabattable, bord droit",-,50052011,5/12/2019 16:17:17,1/9/2020 00:00:00,84,7.5,93000,820.00,18,NA,NA,NA,NA,NA,NA
FR,Produit du tabac,Cigarillo,MECCARILLOS [D56639134D7D2B09],28/8/2020 14:42:00,Meccarillos,Meccarillos,sans filtre,2000,0,Boîte pliante à couvercle basculant,EAN,3258170241946,17/10/2019 11:23:59,10/7/2019 00:00:00,82,8.3,114000,0.00,0,NA,NA,NA,NA,NA,NA
FR,Produit du tabac,Cigarillo,MECCARILLOS [FA3FC00E7F2AA9F5],28/8/2020 14:42:00,Meccarillos,Meccarillos,sans filtre,2000,0,Boîte pliante à couvercle basculant,EAN,3258170241946,17/10/2019 11:23:59,10/4/2019 00:00:00,82,8.3,114000,0.00,0,NA,NA,NA,NA,NA,NA
FR,Produit du tabac,Cigarillo,MECCARILLOS LIGHT [3D1024BBF6151659],28/8/2020 14:43:00,Meccarillos,Meccarillos Light,sans filtre,2000,0,Boîte pliante à couvercle basculant,SKU,5700,17/10/2019 15:35:15,20/5/2016 00:00:00,82,8.3,110000,0.00,0,NA,NA,NA,NA,NA,NA
FR,Produit du tabac,Cigarillo,MECCARILLOS TRADITION MINI [7F2A7E99AF6AAA29],28/8/2020 14:48:00,Meccarillos Tradition Mini,Meccarillos Tradition Mini,sans filtre,2000,0,Boîte pliante à couvercle basculant,SKU,5718,2/9/2019 12:37:59,20/5/2016 00:00:00,74,8.3,105000,0.00,0,NA,NA,NA,NA,NA,NA
FR,Produit du tabac,Cigarillo,MEHARI'S BLEU [8E2907AFAFF750BC],5/2/2020 11:39:00,Mehari's,Bleu,sans filtre,500,NA,Boîte en métal à couvercle basculant,SKU,491866,9/11/2016 09:35:58,9/7/2018 00:00:00,99,9.1,149100,1453.92,NA,NA,NA,NA,NA,NA,NA
FR,Produit du tabac,Cigarillo,MEHARI'S BRASIL [57072232C2AC1277],8/6/2020 11:42:00,Mehari's,Brasil,sans filtre,2000,NA,Boîte pliante à couvercle basculant,SKU,493485,9/11/2016 13:44:29,18/12/2000 00:00:00,99,9.1,160300,1565.92,NA,NA,NA,NA,NA,NA,NA
FR,Produit du tabac,Cigarillo,MEHARI'S ECUADOR [D6CE8053E034F623],5/2/2020 11:39:00,Mehari's,Ecuador,sans filtre,2000,NA,Boîte pliante à couvercle basculant,SKU,493520,9/11/2016 09:35:58,18/12/2000 00:00:00,99,9.1,149100,1453.92,NA,NA,NA,NA,NA,NA,NA
FR,Produit du tabac,Cigarillo,MEHARI'S FILTER BLANC [E076CCC9E9330583],12/2/2020 11:47:00,Mehari's,Filter Blanc,filtre,500,NA,Boîte en métal à couvercle basculant,SKU,492276,6/10/2016 14:00:27,9/7/2018 00:00:00,92,8.4,127900,1051.86,20,NA,NA,NA,NA,NA,NA
FR,Produit du tabac,Cigarillo,MEHARI'S FILTER GOLD [07F20A753DCEEE29],12/2/2020 11:47:00,Mehari's,Filter Gold,filtre,2000,NA,Boîte pliante à couvercle basculant,SKU,492267,6/10/2016 14:00:27,4/7/2013 00:00:00,92,8.4,127900,1051.86,20,NA,NA,NA,NA,NA,NA
FR,Produit du tabac,Cigarillo,MEHARI'S FILTER RED ORIENT [6028E6EDA3C2E252],8/6/2020 11:42:00,Mehari's,Filter Red Orient,filtre,2000,NA,Boîte pliante à couvercle basculant,SKU,492075,6/10/2016 13:38:37,17/6/2009 00:00:00,92,8.4,127900,1056.27,20,NA,NA,NA,NA,NA,NA
FR,Produit du tabac,Cigarillo,MEHARI'S FILTER ROUGE [A2415ADE105D2E43],8/6/2020 11:42:00,Mehari's,Filter Rouge,filtre,500,NA,Boîte en métal à couvercle basculant,SKU,492076,6/10/2016 13:38:37,9/7/2018 00:00:00,92,8.4,127900,1056.27,20,NA,NA,NA,NA,NA,NA
FR,Produit du tabac,Cigarillo,MEHARI'S JAUNE [A715BB5C783E1E25],8/6/2020 11:42:00,Mehari's,Jaune,sans filtre,500,NA,Boîte en métal à couvercle basculant,SKU,491865,9/11/2016 09:36:22,9/7/2018 00:00:00,99,9.1,152700,1489.92,NA,NA,NA,NA,NA,NA,NA
FR,Produit du tabac,Cigarillo,MEHARI'S JAVA [74B2E759BEAB8EB5],8/6/2020 11:42:00,Mehari's,Java,sans filtre,2000,NA,Boîte pliante à couvercle basculant,SKU,493444,9/11/2016 09:36:22,18/12/2000 00:00:00,99,9.1,152700,1489.92,NA,NA,NA,NA,NA,NA,NA
FR,Produit du tabac,Cigarillo,MEHARI'S JAVA [87A5DA871ED90A53],8/6/2020 11:42:00,Mehari's,Java,sans filtre,5000,NA,Boîte à couvercle basculant,SKU,493446,9/11/2016 09:36:22,18/12/2000 00:00:00,99,9.1,152700,1489.92,NA,NA,NA,NA,NA,NA,NA
FR,Produit du tabac,Cigarillo,MEHARI'S MINI BARISTA [A139FCF7862D1CE6],2/3/2020 15:39:00,Mehari's,Mini Barista,sans filtre,2000,NA,Boîte pliante à couvercle basculant,SKU,491199,7/11/2016 15:09:16,1/1/2003 00:00:00,82,7.6,96000,920.83,NA,NA,NA,NA,NA,NA,NA
FR,Produit du tabac,Cigarillo,MEHARI'S MINI BLEU [EE9D192B4AE794A6],25/2/2020 11:41:00,Mehari's,Mini Bleu,sans filtre,1000,NA,Boîte avec couvercle coulissant,SKU,490195,9/11/2016 09:36:02,7/1/2019 00:00:00,82,7.6,94000,911.47,NA,NA,NA,NA,NA,NA,NA
FR,Produit du tabac,Cigarillo,MEHARI'S MINI DOMINICAN [2BAF0E94429B6FFF],25/2/2020 11:41:00,Mehari's,Mini Dominican,sans filtre,2000,NA,Boîte avec couvercle coulissant,SKU,491192,9/11/2016 13:44:33,1/1/2003 00:00:00,82,7.6,94000,911.47,NA,NA,NA,NA,NA,NA,NA
FR,Produit du tabac,Cigarillo,MEHARI'S MINI ECUADOR [857E670DF36619DE],25/2/2020 11:41:00,Mehari's,Mini Ecuador,sans filtre,2000,NA,Boîte pliante à couvercle basculant,SKU,491210,9/11/2016 09:36:02,1/1/2006 00:00:00,82,7.6,94000,911.47,NA,NA,NA,NA,NA,NA,NA
FR,Produit du tabac,Cigarillo,MEHARI'S MINI JAUNE [57B1D2812C8D62F3],25/2/2020 11:41:00,Mehari's,Mini Jaune,sans filtre,1000,NA,Boîte avec couvercle coulissant,SKU,490194,9/11/2016 09:36:02,7/1/2019 00:00:00,82,7.6,94000,911.47,NA,NA,NA,NA,NA,NA,NA
FR,Produit du tabac,Cigarillo,MEHARI'S MINI JAVA [6537EB43E888E1B3],25/2/2020 11:41:00,Mehari's,Mini Java,sans filtre,2000,NA,Boîte pliante à couvercle basculant,SKU,491209,9/11/2016 09:36:02,1/1/2006 00:00:00,82,7.6,94000,911.47,NA,NA,NA,NA,NA,NA,NA
FR,Produit du tabac,Cigarillo,MEHARI'S MINI RED ORIENT [6035D52103D181FE],25/2/2020 13:28:00,Mehari's,Mini Red Orient,sans filtre,2000,NA,Boîte avec couvercle coulissant,SKU,491208,9/11/2016 09:36:13,1/1/2006 00:00:00,82,7.6,87500,825.36,NA,NA,NA,NA,NA,NA,NA
FR,Produit du tabac,Cigarillo,MEHARI'S MINI ROUGE [E35E96196F0D6B74],19/8/2020 14:54:00,Mehari's,Mini Rouge,sans filtre,1000,NA,Boîte avec couvercle coulissant,SKU,490196,28/2/2019 15:04:37,1/2/2019 00:00:00,82,7.6,87500,824.58,NA,NA,NA,NA,NA,NA,NA
FR,Produit du tabac,Cigarillo,MEHARI'S PETIT BLEU [BE8F7A7B53896036],2/3/2020 15:39:00,Mehari's,Petit Bleu,sans filtre,1600,NA,Boîte en métal à couvercle basculant,SKU,492481,21/2/2018 14:29:58,26/2/2018 00:00:00,66,7.2,67000,641.10,NA,NA,NA,NA,NA,NA,NA
FR,Produit du tabac,Cigarillo,MEHARI'S PETIT ROUGE [3DD407A535FFFB49],2/3/2020 15:39:00,Mehari's,Petit Rouge,sans filtre,1600,NA,Boîte en métal à couvercle basculant,SKU,492480,21/2/2018 14:29:58,26/2/2018 00:00:00,66,7.2,70200,661.80,NA,NA,NA,NA,NA,NA,NA
FR,Produit du tabac,Cigarillo,MEHARI'S RED ORIENT [1D439BE33703AB7E],8/6/2020 11:42:00,Mehari's,Red Orient,sans filtre,2000,NA,Boîte pliante à couvercle basculant,SKU,493685,9/11/2016 09:35:46,18/12/2000 00:00:00,99,9.1,151800,1465.80,NA,NA,NA,NA,NA,NA,NA
FR,Produit du tabac,Cigarillo,MEHARI'S ROUGE [137124427B2131DE],8/6/2020 11:42:00,Mehari's,Rouge,sans filtre,500,NA,Boîte en métal à couvercle basculant,SKU,491867,9/11/2016 09:35:46,9/7/2018 00:00:00,99,9.1,151800,1465.80,NA,NA,NA,NA,NA,NA,NA
FR,Produit du tabac,Cigarillo,MERCATOR PRIMERA SELECCION RED 20 [68EFACBE6B6A3E01],18/2/2020 09:57:00,Mercator,Primera Seleccion Red 20,sans filtre,2000,NA,Boîte à couvercle basculant,SKU,32403611,22/11/2016 18:28:00,1/8/2019 00:00:00,88,9,136000,1251.61,NA,NA,NA,NA,NA,NA,NA
FR,Produit du tabac,Cigarillo,MONTECRISTO CLUB [69EBBC49245F0349],15/9/2020 17:49:00,Montecristo,Club,sans filtre,2000,24,Boîte pliante à couvercle basculant,EAN,850 000 154 0113,11/10/2016 12:26:02,1/1/2019 00:00:00,95,8.8,120000,1197.00,NA,NA,NA,NA,NA,NA,NA
FR,Produit du tabac,Cigarillo,MONTECRISTO CLUB [BBCEC92679CFDA20],15/9/2020 17:49:00,Montecristo,Club,sans filtre,1000,12,Boîte pliante à couvercle basculant,EAN,850 000 154 2230,11/10/2016 12:26:02,1/1/2016 00:00:00,95,8.8,120000,1197.00,NA,NA,NA,NA,NA,NA,NA
FR,Produit du tabac,Cigarillo,MONTECRISTO MINI AROMA [FF5F78A44E8B786C],28/8/2020 14:53:00,Montecristo Mini Aroma,Montecristo Mini Aroma,sans filtre,2000,0,Boîte en métal à couvercle basculant,SKU,37976,30/6/2017 16:44:53,20/5/2016 00:00:00,74,8.2,95000,860.00,0,NA,NA,NA,NA,NA,NA
FR,Produit du tabac,Cigarillo,MONTECRISTO MINI BLUE [188FFF71E96C3FBB],17/9/2020 15:22:00,Montecristo Mini Blue,Montecristo Mini Blue,sans filtre,2000,0,Boîte en métal à couvercle basculant,EAN,8416000702585,5/12/2016 22:45:45,29/11/2016 00:00:00,74,8.2,95000,1006.00,0,NA,NA,NA,NA,NA,NA
FR,Produit du tabac,Cigarillo,MONTECRISTO MINI BLUE [2E35C1D7362DA97D],17/9/2020 15:22:00,Montecristo Mini Blue,Montecristo Mini Blue,sans filtre,2000,0,Boîte en métal à couvercle basculant,EAN,8416000702585,5/12/2016 22:45:45,31/10/2016 00:00:00,74,8.2,95000,1006.00,0,NA,NA,NA,NA,NA,NA
FR,Produit du tabac,Cigarillo,MONTECRISTO MINI EDICIONES LIMITADAS [C94BBB55E13BC4DB],31/3/2020 12:58:00,Montecristo,Mini Ediciones Limitadas,sans filtre,2000,154,Boîte en métal à couvercle basculant,EAN,850 000 154 5446,7/11/2016 17:47:00,1/6/2020 00:00:00,82,7.6,77000,767.00,NA,NA,NA,NA,NA,NA,NA
